,0,1,2,3
102,database,-9.687355041503906,24.509119033813477,-22.91717529296875
103,Jun,0.9626055955886841,-23.249351501464844,34.83140563964844
104,management,-11.736092567443848,29.31667137145996,-7.546360015869141
105,SKILLS,11.088990211486816,-12.153292655944824,-19.853227615356445
106,game,-20.472579956054688,28.072498321533203,-20.825603485107422
107,Completed,-7.541345119476318,27.154497146606445,20.576093673706055
108,Apr,2.2172834873199463,-23.826082229614258,35.28580093383789
109,working,-6.463388442993164,36.669864654541016,-4.944089889526367
110,service,-14.265342712402344,34.339561462402344,-1.5682804584503174
111,Education,-13.178949356079102,-13.357246398925781,10.357304573059082
112,training,-6.86972188949585,34.19464874267578,1.6198551654815674
113,Projects,-5.381048202514648,-19.4415225982666,-11.064465522766113
114,It,-19.811582565307617,27.788475036621094,-20.736156463623047
115,building,-4.052159786224365,33.0108528137207,-9.868672370910645
116,pair,-1.209926962852478,36.507503509521484,-9.150492668151855
117,Time,-9.971658706665039,25.95461654663086,18.76654624938965
118,Remote,-6.207725524902344,-17.26153564453125,34.19399642944336
119,Java,-4.616634845733643,27.77389907836914,-27.59807586669922
120,Stripe,-11.790521621704102,22.16118049621582,-27.544570922851562
121,Present,2.64296555519104,-24.52619171142578,28.828136444091797
122,new,-13.38572883605957,35.37676239013672,-2.0525293350219727
123,system,-12.464249610900879,21.81276512145996,-15.557644844055176
124,March,2.258042335510254,-24.615619659423828,30.571054458618164
125,C++,-23.800445556640625,-15.305341720581055,5.062842845916748
126,applications,-10.86584186553955,30.265317916870117,-19.61735725402832
127,product,-15.66909122467041,31.243043899536133,-4.057910442352295
128,EDUCATION,1.8955949544906616,-24.025617599487305,16.96627426147461
129,fundamentals,-1.5109602212905884,37.570858001708984,-5.9319987297058105
130,Program,-7.651569366455078,26.98073387145996,20.45417022705078
131,3,-14.745758056640625,27.69373893737793,9.495891571044922
132,Jan.,5.907773017883301,-21.1226863861084,31.61254119873047
133,Aug,-0.6447712182998657,-23.433456420898438,33.483253479003906
134,Designed,-7.445954322814941,27.523874282836914,-15.444032669067383
135,PROJECTS,11.612595558166504,-9.664752960205078,-21.7779483795166
136,mobile,-12.181591987609863,27.409534454345703,-20.04427146911621
137,Business,-6.017144203186035,-21.62516975402832,26.19603157043457
138,Provided,-11.75625228881836,35.08323287963867,-2.3244473934173584
139,MySQL,-5.132851600646973,24.649370193481445,-30.182912826538086
140,English,-5.910266876220703,-27.211225509643555,20.336923599243164
141,Oct,2.5962698459625244,-22.28228187561035,33.028690338134766
142,site,-14.111984252929688,28.611732482910156,-22.16889190673828
143,Sales,-1.8153245449066162,-18.131175994873047,31.32493782043457
144,Developed,-9.392868995666504,28.05590057373047,-15.557819366455078
145,agile,-2.035705804824829,35.49308395385742,-9.851034164428711
146,Managed,-8.784177780151367,30.20254135131836,12.174664497375488
147,This,-14.260505676269531,26.57453155517578,-22.78047752380371
148,sales,-17.949697494506836,32.64568328857422,-1.8699829578399658
149,website,-15.901840209960938,29.353395462036133,-14.647104263305664
150,Led,-10.484640121459961,33.17512130737305,5.401462078094482
151,E,-27.573570251464844,-11.608885765075684,6.1931843757629395
152,challenges,0.5554943084716797,35.87940979003906,-6.283987998962402
153,technical,-11.620650291442871,35.22523498535156,-0.7241431474685669
154,create,-13.540606498718262,24.56013298034668,-13.722063064575195
155,+,-12.427276611328125,34.06993103027344,8.498761177062988
156,coding,-0.5146861672401428,35.971614837646484,-5.959329128265381
157,course,3.227780342102051,38.46076583862305,0.9302502870559692
158,Google,-14.860549926757812,18.937788009643555,-26.92517852783203
159,,2.476454973220825,-31.251352310180664,19.938838958740234
160,Utilized,-1.3858306407928467,34.0437126159668,-9.439519882202148
161,customers,-14.999958038330078,27.107316970825195,-9.568825721740723
162,information,-13.78246021270752,32.38847351074219,-3.8481285572052
163,Management,-4.2177300453186035,-19.886547088623047,27.830482482910156
164,Texas,-5.998250961303711,-25.589887619018555,25.605710983276367
165,,2.438803195953369,-31.33374786376953,19.93366813659668
166,marketing,-17.457584381103516,32.67503356933594,-1.4913676977157593
167,Mongoose,-5.314032554626465,21.337953567504883,-31.165857315063477
168,teams,-13.283111572265625,30.05495834350586,-6.386082649230957
169,Analyst,-3.44252872467041,-21.8511905670166,30.823400497436523
170,Hands,-8.602452278137207,21.783493041992188,-34.530094146728516
171,Structures,-15.661880493164062,13.74031925201416,31.0856876373291
172,allows,-17.819040298461914,23.043167114257812,-25.528242111206055
173,knowledge,-10.31622314453125,24.466373443603516,-12.682673454284668
174,daily,-11.211884498596191,32.864681243896484,4.575854778289795
175,,1.8305811882019043,-34.04031753540039,18.35186767578125
176,,1.4730719327926636,-34.45817565917969,19.433820724487305
177,My,-14.883914947509766,30.441387176513672,-19.334915161132812
178,HTML5,-3.6686949729919434,23.120492935180664,-28.60125732421875
179,PHP,-3.9957995414733887,24.93535804748535,-29.426746368408203
180,Design,-7.055484294891357,-17.60228157043457,-24.651599884033203
181,company,-12.938874244689941,26.38427734375,-4.335411071777344
182,group,-1.4394186735153198,34.23423767089844,2.1717653274536133
183,August,-1.1523715257644653,-24.275400161743164,30.01476287841797
184,Heroku,-6.596075057983398,24.047422409057617,-28.81026268005371
185,2008,0.4505959153175354,-22.914310455322266,32.95140838623047
186,Work,16.75109100341797,-1.901576042175293,22.676620483398438
187,Application,-9.214381217956543,-17.194313049316406,-22.049924850463867
188,communication,-11.088390350341797,32.56745147705078,-3.8360042572021484
189,analysis,-11.176660537719727,34.3001823425293,-5.756947994232178
190,systems,-11.44993782043457,32.820960998535156,-1.7832380533218384
191,developed,-12.37790298461914,31.798545837402344,-18.978178024291992
192,Linux,-6.200918197631836,26.42093276977539,-29.213314056396484
193,created,-14.321843147277832,21.82851219177246,-21.65765380859375
194,XXXXX,0.3249557912349701,-34.98339080810547,19.958147048950195
195,Algorithms,-15.78640079498291,13.971771240234375,31.053512573242188
196,5,-29.095335006713867,-3.027600049972534,18.46596908569336
197,solutions,-3.7784645557403564,33.3626594543457,4.022225379943848
198,hours,-19.31291389465332,29.21061897277832,-12.160577774047852
199,Android,-18.23250961303711,26.935951232910156,-21.19403076171875
200,paired,-2.86869740486145,38.3752555847168,-6.615198135375977
201,Francisco,0.4485589861869812,-31.263490676879883,21.64178466796875
202,Inc.,0.09197407215833664,-23.528242111206055,28.115131378173828
203,Bootstrap,-6.119173526763916,20.209609985351562,-29.9523868560791
204,NJ,-4.895298480987549,-28.95061492919922,22.952049255371094
205,XXXXXXXXXXXX,2.22794508934021,-33.524009704589844,18.93747329711914
206,Used,2.139277458190918,-13.801444053649902,-26.951478958129883
207,State,-5.646128177642822,-25.494617462158203,24.860210418701172
208,S,-27.588342666625977,-11.166259765625,6.5088629722595215
209,learning,10.454488754272461,29.964542388916016,1.0804405212402344
210,Technical,-4.395175933837891,-19.853961944580078,30.627458572387695
211,digital,-11.365089416503906,35.6998176574707,-3.243703842163086
212,reviews,-2.559375047683716,33.41594314575195,3.7976346015930176
213,etc,-2.869354724884033,25.84324836730957,-16.259836196899414
214,UI,-8.88884162902832,23.02525520324707,-25.98386001586914
215,managed,-3.8714873790740967,33.83192443847656,-12.140604019165039
216,REST,-9.453886032104492,23.98738670349121,-27.406675338745117
217,2011,-0.06585351377725601,-21.680355072021484,34.3953742980957
218,SOFTWARE,-12.83862590789795,-22.706512451171875,-21.8599910736084
219,Feb,5.688642501831055,-23.807144165039062,32.50397491455078
220,NodeJS,-4.944055557250977,22.551929473876953,-30.658273696899414
221,Bachelor,-7.382656097412109,-24.661388397216797,21.2375545501709
222,Gained,-6.074644088745117,37.413536071777344,-3.5076704025268555
223,understanding,-6.232907295227051,37.33998489379883,-3.8379406929016113
224,demands,-6.653279781341553,37.83526611328125,-3.777231216430664
225,Tech,-13.398014068603516,-14.206121444702148,-25.559946060180664
226,Marketing,-0.8057351112365723,-18.835617065429688,31.716012954711914
227,Programming,-19.536977767944336,-19.509233474731445,6.6892313957214355
228,flow,2.329188108444214,29.76106071472168,-3.9991977214813232
229,developers,-18.985660552978516,27.336511611938477,-2.6804323196411133
230,Agile,-2.680546522140503,34.03289794921875,-10.093048095703125
231,track,-17.068429946899414,27.111305236816406,-12.909845352172852
232,Services,5.702610015869141,-23.393280029296875,26.560569763183594
233,increase,-18.710479736328125,32.3367919921875,-1.8479726314544678
234,2006,1.1062355041503906,-21.81161880493164,33.058956146240234
235,native,-8.993941307067871,18.037382125854492,-33.217288970947266
236,store,-12.191596984863281,22.410024642944336,-16.43881607055664
237,problems,-2.8047609329223633,30.460338592529297,-6.372114658355713
238,Dec.,1.2365977764129639,-22.8453311920166,29.771488189697266
239,solving,-2.513085126876831,33.309871673583984,-5.6988372802734375
240,research,-12.805368423461914,31.423099517822266,2.0764822959899902
241,manage,-9.564153671264648,27.0924129486084,-17.52425765991211
242,utilizing,-10.379901885986328,23.960363388061523,-23.194536209106445
243,operations,-17.22378158569336,28.461803436279297,-5.062307834625244
244,Systems,-16.958175659179688,-18.52781105041504,9.641840934753418
245,multiple,-11.608171463012695,32.953861236572266,-0.2454264611005783
246,Technology,-7.281745910644531,-22.44388771057129,21.75339126586914
247,meetings,-12.704935073852539,33.73646545410156,4.426468372344971
248,Operations,-0.4342584013938904,-18.966144561767578,29.06376075744629
249,workflow,-2.8091254234313965,32.88375473022461,-12.17959213256836
250,reports,-16.696533203125,29.860000610351562,-1.4672776460647583
251,services,-20.981311798095703,22.268291473388672,-4.034719944000244
252,platform,-15.183509826660156,23.88142967224121,-15.714134216308594
253,progress,-6.391970634460449,19.546405792236328,-14.85578441619873
254,XXXXXXXX,0.5059421062469482,-34.5042724609375,18.76744270324707
255,Mongo,8.413859367370605,-3.906424045562744,-28.90009117126465
256,Client,-3.6227028369903564,-18.681020736694336,-26.046419143676758
257,TX,-0.4251396656036377,-28.911134719848633,23.079042434692383
258,2,-14.452717781066895,26.466697692871094,10.656702995300293
259,help,-7.9361186027526855,29.116336822509766,-9.456551551818848
260,Team,15.676811218261719,-21.698266983032227,22.78586196899414
261,$,-17.28544044494629,29.852529525756836,7.217920780181885
262,online,-15.368186950683594,26.657611846923828,-2.8084654808044434
263,student,-2.538290023803711,33.243160247802734,5.9340362548828125
264,2009,0.7184144258499146,-21.64548683166504,33.26320266723633
265,GitHub,-1.0924339294433594,33.19804000854492,-12.034729957580566
266,Approached,2.687260627746582,36.42566680908203,-6.698050498962402
267,day,-13.78711986541748,33.36883544921875,4.134227275848389
268,industry,-9.522417068481445,34.73887634277344,-0.6431835889816284
269,Nov,3.3574674129486084,-21.483118057250977,31.05982780456543
270,Implemented,-9.508829116821289,23.873937606811523,-14.698854446411133
271,Microsoft,-14.039456367492676,6.354072093963623,31.610403060913086
272,written,-7.596320629119873,20.095800399780273,-33.27767562866211
273,PostgreSQL,-6.368692398071289,25.136262893676758,-29.07683563232422
274,Oct.,2.0344011783599854,-23.234437942504883,29.167116165161133
275,Responsible,-6.739994525909424,32.673545837402344,0.7140677571296692
276,weekly,-12.551071166992188,33.8388786315918,4.49370002746582
277,support,-11.913102149963379,34.9084358215332,-2.2507104873657227
278,Testing,-4.1036601066589355,-19.17049789428711,-25.193408966064453
279,process,-19.367650985717773,20.80701446533203,-12.630112648010254
280,Support,-4.796555519104004,-18.223037719726562,31.19600486755371
281,tools,-9.136238098144531,25.077024459838867,-14.531869888305664
282,WordPress,-7.0450897216796875,21.83172035217285,-23.38471031188965
283,developer,-0.6998785138130188,32.505157470703125,-5.54919958114624
284,JS,-5.5623955726623535,23.030290603637695,-27.82908821105957
285,week,-18.071794509887695,29.28783416748047,-12.589354515075684
286,include,0.1620914489030838,33.360347747802734,-16.476415634155273
287,language,-20.086931228637695,25.43859100341797,-8.410270690917969
288,ENGINEER,-13.48215389251709,-22.20046043395996,-21.824209213256836
289,text,-15.894380569458008,21.084402084350586,-25.1424617767334
290,New,-1.23515784740448,-28.543888092041016,23.62837028503418
291,school,3.456319808959961,28.848146438598633,10.570734024047852
292,computer,-1.2370517253875732,36.90810012817383,-5.649089336395264
293,members,-12.821182250976562,29.62052345275879,7.507230758666992
294,months,-12.797630310058594,22.16628646850586,16.27107048034668
295,Certificate,-9.8639497756958,-23.848670959472656,18.519142150878906
296,Student,-1.9010049104690552,-22.896526336669922,28.149566650390625
297,Dec,1.5677392482757568,-19.97205352783203,30.964820861816406
298,components,-7.126976013183594,25.889636993408203,-15.818593978881836
299,Japanese,-3.8763554096221924,-12.43893814086914,29.994609832763672
300,feedback,-15.001343727111816,25.857906341552734,-9.66094970703125
301,Languages,-19.10784339904785,-19.104276657104492,6.169292449951172
302,assignments,-5.891253471374512,33.61627960205078,7.05200719833374
303,📎,-10.33798599243164,-16.698598861694336,-20.39224624633789
304,ensure,-16.975893020629883,28.867435455322266,-4.398179531097412
305,revenue,-16.927072525024414,29.296051025390625,6.038098335266113
306,complete,-8.710330963134766,28.678186416625977,-10.651559829711914
307,AWS,-5.3920392990112305,-19.486343383789062,-22.008068084716797
308,Senior,4.264432430267334,-6.07541561126709,30.89588165283203
309,1,-10.483694076538086,27.330236434936523,11.77354621887207
310,improve,-11.435997009277344,33.59236145019531,0.2865907549858093
311,interface,-7.306727886199951,28.747547149658203,-18.61406135559082
312,K,-26.72831153869629,-9.091402053833008,8.36622142791748
313,technologies,-7.78211784362793,17.470600128173828,-28.282569885253906
314,App,6.622350215911865,-23.951135635375977,31.094255447387695
315,Academy,9.164690017700195,24.856618881225586,10.947924613952637
316,present,-14.474288940429688,18.33642578125,-12.627030372619629
317,Twilio,-11.83968448638916,21.663787841796875,-27.285839080810547
318,organization,-15.776315689086914,30.46706199645996,-14.658211708068848
319,job,-11.628288269042969,32.29570388793945,-10.84862232208252
320,needs,-10.824212074279785,23.536481857299805,-13.785661697387695
321,like,-4.853226184844971,21.010231018066406,-24.22694969177246
322,Unity,-22.27028465270996,27.301321029663086,-19.80484962463379
323,react,-9.651150703430176,18.55384063720703,-31.103199005126953
324,chai,-8.743782043457031,20.757997512817383,-34.249515533447266
325,Maintained,-7.7317795753479,32.06147003173828,1.1687462329864502
326,model,-23.409746170043945,21.285799026489258,-3.2119388580322266
327,local,-23.300771713256836,17.509183883666992,-7.792835235595703
328,Feb.,5.614368438720703,-23.41246795654297,31.41095542907715
329,Nov.,4.978839874267578,-22.890806198120117,31.105670928955078
330,page,-13.037556648254395,25.843482971191406,-17.706933975219727
331,people,-14.720233917236328,27.09521484375,-21.698205947875977
332,custom,-11.692229270935059,23.550281524658203,-23.165361404418945
333,use,-0.06903302669525146,29.95178985595703,-12.09304428100586
334,Sep,-0.8363593220710754,-21.324424743652344,31.30150604248047
335,payment,-14.260977745056152,21.35137176513672,-24.543331146240234
336,inventory,-23.999317169189453,20.9639892578125,-4.976611137390137
337,Associate,0.9633715152740479,-20.563608169555664,29.828243255615234
338,UT,-2.1759448051452637,-23.887372970581055,30.43281364440918
339,Authentication,-5.536262035369873,-19.57426643371582,-25.847230911254883
340,Express.js,-4.962967872619629,20.87068748474121,-29.64659309387207
341,mongoDB,-8.4495267868042,19.379682540893555,-34.05983352661133
342,R,-25.523908615112305,-10.981861114501953,6.8700056076049805
343,developing,-12.284309387207031,31.41080093383789,-19.14521598815918
344,search,-18.896982192993164,17.317264556884766,-16.021928787231445
345,video,-18.34478187561035,18.997161865234375,-15.162337303161621
346,O,-26.81243324279785,-11.058405876159668,6.67752742767334
347,L,-26.896543502807617,-10.162149429321289,7.425799369812012
348,ReactJS,-5.915970325469971,22.408811569213867,-29.947200775146484
349,Jest,-4.298383712768555,-20.047203063964844,-25.745813369750977
350,features,-13.911158561706543,23.688251495361328,-23.667522430419922
351,GraphQL,-8.77550983428955,24.23126220703125,-28.23065948486328
352,India,-8.374082565307617,-19.130983352661133,20.976642608642578
353,Summary,4.797627925872803,-9.264071464538574,18.34613037109375
354,Security,-19.115890502929688,-18.140335083007812,5.550517559051514
355,related,-9.054993629455566,32.775733947753906,-5.08437442779541
356,build,-12.68443489074707,26.61886215209961,-19.347637176513672
357,final,10.034887313842773,35.9622802734375,-17.312284469604492
358,Assisted,-5.056264400482178,30.145151138305664,-2.420088291168213
359,production,-10.403470993041992,28.11265754699707,-10.132930755615234
360,Conducted,-19.8986759185791,24.491106033325195,-9.755853652954102
361,Analysis,-13.778898239135742,10.784714698791504,31.123315811157227
362,South,-7.571280002593994,-15.785860061645508,26.63222312927246
363,Amazon,-6.544513702392578,-18.975778579711914,-22.236082077026367
364,Server,-4.950508117675781,-19.12458038330078,-25.70256996154785
365,2001,-0.12755702435970306,-22.7966365814209,32.41202926635742
366,Master,-7.376440048217773,-23.73549461364746,19.13909149169922
367,small,-17.81903076171875,25.69986915588379,-3.0478034019470215
368,United,3.717097759246826,-33.79501724243164,19.800561904907227
369,WA,-3.011695384979248,-25.90133285522461,23.205528259277344
370,tech,-8.350234031677246,35.43998718261719,-0.5473103523254395
371,Hackathon,9.919367790222168,6.0876898765563965,-22.001052856445312
372,NY,-0.6563173532485962,-29.04777717590332,22.837677001953125
373,After,18.693836212158203,20.05430030822754,5.158412933349609
374,Slack,-14.397850036621094,14.913629531860352,-22.663862228393555
375,DEVELOPMENT,-11.189285278320312,-21.187944412231445,-21.84406280517578
376,express,-9.261103630065918,19.314294815063477,-33.70563507080078
377,mocha,-9.046317100524902,20.258024215698242,-34.05697250366211
378,Tutor,5.097713470458984,-21.256948471069336,24.291614532470703
379,high,-14.726649284362793,28.565872192382812,0.6295104026794434
380,12,-8.694059371948242,30.31839370727539,12.237167358398438
381,CSS3,-4.5378336906433105,23.277263641357422,-28.610811233520508
382,Math,-7.615450382232666,-26.636756896972656,17.910133361816406
383,Mathematics,-7.695179462432861,-24.90499496459961,19.711393356323242
384,monthly,-17.00634002685547,29.420385360717773,6.186802387237549
385,fundamental,-10.29642391204834,25.051637649536133,18.927509307861328
386,manager,-21.518278121948242,21.91991424560547,7.266249656677246
387,problem,-2.0224242210388184,33.44443893432617,-5.591330051422119
388,ExpressJS,-6.495965957641602,22.443073272705078,-30.231277465820312
389,Center,-4.371344566345215,-21.543596267700195,26.867612838745117
390,December,0.3520403206348419,-22.788352966308594,29.517906188964844
391,utilized,-8.852288246154785,19.558719635009766,-25.664936065673828
392,implemented,-9.457850456237793,28.945241928100586,-13.198074340820312
393,rate,-31.53262710571289,14.105546951293945,3.5928046703338623
394,Research,-3.862976551055908,-22.076780319213867,28.534975051879883
395,End,-14.378683090209961,-16.24805450439453,-23.070833206176758
396,designed,-19.86453628540039,21.685274124145508,-17.333158493041992
397,campaigns,-15.63000202178955,31.696691513061523,-1.056056261062622
398,LLC,0.9604846835136414,-28.728151321411133,20.139617919921875
399,integrated,-15.386736869812012,24.038724899291992,-23.870351791381836
400,Repository,-10.332573890686035,-16.697235107421875,-20.391437530517578
401,maintaining,-6.72547721862793,27.0789737701416,10.838020324707031
402,financial,-13.035009384155273,32.22105026245117,-2.9756476879119873
403,develop,-6.914670467376709,31.700607299804688,-11.376578330993652
404,documents,-17.11985969543457,30.1450252532959,0.14526653289794922
405,UX,-6.744157314300537,25.73602294921875,-12.98591423034668
406,creating,-16.74529457092285,30.38571548461914,-1.6807371377944946
407,issues,-8.82270336151123,26.16640281677246,-13.004441261291504
408,Information,-6.4045305252075195,-21.7152156829834,21.36294937133789
409,successful,-9.130327224731445,31.872570037841797,-1.6632777452468872
410,quality,-9.78062915802002,33.309791564941406,-4.585919380187988
411,processes,-11.845026969909668,26.730690002441406,-4.189646244049072
412,internal,-13.422032356262207,28.5606689453125,-3.5113582611083984
413,Corporation,-0.2609845995903015,-20.226844787597656,25.565418243408203
414,goals,9.495606422424316,35.90276336669922,-1.9979826211929321
415,Excel,-12.881961822509766,10.148221015930176,31.16726303100586
416,APIs,-6.574921131134033,20.57732582092285,-27.534305572509766
417,Phoenix,-2.2111165523529053,-30.468852996826172,26.42899513244629
418,functional,-3.0879249572753906,27.120906829833984,-6.255361557006836
419,hour,-21.37897300720215,25.365375518798828,-18.412458419799805
420,LANGUAGES,-19.187042236328125,-11.459464073181152,-0.911006510257721
421,,0.23618750274181366,23.648517608642578,-1.7638007402420044
422,social,-2.814511299133301,31.593929290771484,13.783802032470703
423,We,-10.76313304901123,29.74513053894043,-10.791694641113281
424,Seattle,-3.0359463691711426,-25.889055252075195,23.199735641479492
425,apps,-9.060121536254883,23.213760375976562,-16.842317581176758
426,groups,-13.687742233276367,23.87242317199707,-12.216789245605469
427,American,-6.928373336791992,-20.50250816345215,21.516284942626953
428,XXXXXXXXXXXXXXXXXXXX,2.5990498065948486,-33.756126403808594,16.866891860961914
429,functions,-16.631492614746094,20.80890655517578,-18.369930267333984
430,years,-14.2822265625,26.083805084228516,10.809197425842285
431,Jul,-0.7593116760253906,-20.88550567626953,31.66111183166504
432,California,-2.7140963077545166,-28.070350646972656,19.68482780456543
433,redux,-9.343125343322754,18.805862426757812,-32.5036735534668
434,node,-8.975197792053223,19.073379516601562,-33.05202102661133
435,community,-19.064777374267578,22.854995727539062,-20.759366989135742
436,focused,-8.322333335876465,30.04645347595215,2.6729214191436768
437,making,-14.749482154846191,13.692296028137207,-14.837416648864746
438,managers,-14.768363952636719,25.56412124633789,-7.860494613647461
439,Basic,-20.26926040649414,-19.88494300842285,-1.6283774375915527
440,Online,-1.342463493347168,-31.521303176879883,15.085454940795898
441,included,0.7737872004508972,2.564751386642456,-18.775148391723633
442,events,-13.716468811035156,23.710660934448242,-11.63276481628418
443,life,-2.1240758895874023,31.49639129638672,-3.698814630508423
